id_evento,timestamp,tipo_evento,servicio,usuario,hostname,ip_origen,ip_destino,hora_evento,es_horario_laboral,ip_origen_es_privada,usuario_privilegiado,host_critico,conteo_eventos_ip_ventana,conteo_usuarios_distintos_ip,conteo_hosts_distintos_ip,conteo_fallidos_ventana,servicio_sensible,severidad_inicial,resultado,clase_evento_ml
EVT-ML-1105,2026-06-12T05:12:00Z,file_access,os,ubuntu,srv-db-01,203.0.113.45,10.10.40.12,5,0,0,0,1,12,5,4,11,1,Critica,fallido,sospechoso
EVT-ML-1106,2026-06-12T02:21:00Z,network_connection,smb,devops,srv-db-01,198.51.100.130,10.10.20.20,2,0,0,1,1,3,1,3,7,1,Baja,fallido,fallido
EVT-ML-1107,2026-06-12T12:44:00Z,file_access,os,test,ws-analyst-07,10.10.30.21,10.10.40.12,12,1,1,0,0,2,2,1,0,1,Baja,permitido,normal
EVT-ML-1108,2026-06-12T12:34:00Z,ssh_authentication,ssh,devops,ws-analyst-07,192.0.2.14,10.10.20.15,12,1,0,1,0,3,1,1,8,1,Media,observado,fallido
EVT-ML-1109,2026-06-12T14:28:00Z,process_creation,os,soporte,srv-web-01,203.0.113.45,10.10.30.21,14,1,0,0,1,4,1,2,1,1,Baja,observado,normal
EVT-ML-1110,2026-06-12T13:47:00Z,dns_query,dns,postgres,srv-web-01,10.10.40.12,10.10.30.21,13,1,1,1,1,2,2,2,0,0,Baja,observado,normal
EVT-ML-1111,2026-06-12T11:32:00Z,process_creation,os,test,ws-analyst-07,10.10.20.20,10.10.20.15,11,1,1,0,0,6,1,2,1,1,Baja,observado,normal
EVT-ML-1112,2026-06-12T05:18:00Z,ssh_authentication,ssh,soporte,srv-db-01,198.51.100.130,8.8.8.8,5,0,0,0,1,12,5,2,6,1,Alta,fallido,sospechoso
EVT-ML-1113,2026-06-12T19:43:00Z,process_creation,os,ubuntu,srv-auth-01,203.0.113.88,10.10.40.12,19,0,0,0,1,22,8,3,10,1,Critica,bloqueado,sospechoso
EVT-ML-1114,2026-06-12T19:24:00Z,network_connection,smb,root,srv-web-01,203.0.113.88,10.10.40.12,19,0,0,1,1,8,1,3,9,1,Baja,bloqueado,fallido
EVT-ML-1115,2026-06-12T16:02:00Z,process_creation,os,deploy,srv-web-01,192.168.10.44,10.10.20.20,16,1,1,1,1,8,2,2,4,1,Media,fallido,fallido
EVT-ML-1116,2026-06-12T12:32:00Z,network_connection,http,analyst,ws-analyst-07,10.10.20.15,10.10.40.12,12,1,1,0,0,3,1,2,0,0,Media,fallido,normal
EVT-ML-1117,2026-06-12T13:44:00Z,process_creation,os,deploy,srv-db-01,10.10.50.23,10.10.50.23,13,1,1,1,1,2,2,1,0,1,Baja,observado,normal
EVT-ML-1118,2026-06-12T13:32:00Z,dns_query,dns,analyst,srv-web-01,192.0.2.55,8.8.8.8,13,1,0,0,1,9,4,3,9,0,Media,fallido,fallido
EVT-ML-1119,2026-06-12T08:08:00Z,dns_query,dns,root,ws-analyst-07,203.0.113.88,10.10.30.21,8,1,0,1,0,34,9,7,7,0,Alta,detectado,sospechoso
EVT-ML-1120,2026-06-12T05:41:00Z,process_creation,os,root,srv-web-01,10.10.40.12,10.10.20.20,5,0,1,1,1,11,2,1,2,1,Baja,fallido,fallido
EVT-ML-1121,2026-06-12T22:13:00Z,process_creation,os,devops,srv-app-01,192.0.2.55,10.10.50.23,22,0,0,1,1,3,2,1,3,1,Baja,bloqueado,fallido
EVT-ML-1122,2026-06-12T15:29:00Z,dns_query,dns,deploy,srv-web-01,10.10.20.15,10.10.20.15,15,1,1,1,1,1,2,2,0,0,Baja,observado,normal
EVT-ML-1123,2026-06-12T09:18:00Z,process_creation,os,soporte,ws-analyst-07,198.51.100.77,8.8.8.8,9,1,0,0,0,1,1,2,0,1,Baja,observado,normal
EVT-ML-1124,2026-06-12T22:53:00Z,dns_query,dns,soporte,srv-auth-01,10.10.20.15,10.10.20.15,22,0,1,0,1,1,1,1,0,0,Baja,observado,normal
EVT-ML-1125,2026-06-12T12:21:00Z,file_access,os,test,srv-app-01,172.16.10.20,10.10.20.15,12,1,1,0,1,4,2,2,0,1,Baja,permitido,normal
EVT-ML-1126,2026-06-12T16:18:00Z,dns_query,dns,deploy,srv-app-01,10.10.40.12,10.10.50.23,16,1,1,1,1,8,1,2,5,0,Media,fallido,fallido
EVT-ML-1127,2026-06-12T12:12:00Z,network_connection,ftp,ubuntu,ws-analyst-07,10.10.20.20,10.10.40.12,12,1,1,0,0,5,2,1,0,1,Baja,permitido,normal
EVT-ML-1128,2026-06-12T15:50:00Z,process_creation,os,analyst,ws-analyst-07,10.10.30.21,10.10.20.15,15,1,1,0,0,3,2,1,0,1,Baja,permitido,normal
EVT-ML-1129,2026-06-12T02:48:00Z,ssh_authentication,ssh,admin,srv-app-01,192.0.2.44,8.8.8.8,2,0,0,1,1,24,4,5,3,1,Alta,fallido,sospechoso
EVT-ML-1130,2026-06-12T20:21:00Z,network_connection,ftp,postgres,srv-app-01,203.0.113.88,10.10.40.12,20,0,0,1,1,23,9,4,5,1,Critica,detectado,sospechoso
EVT-ML-1131,2026-06-12T15:35:00Z,ssh_authentication,ssh,ubuntu,srv-web-01,10.10.20.15,10.10.50.23,15,1,1,0,1,6,2,1,0,1,Baja,permitido,normal
EVT-ML-1132,2026-06-12T22:46:00Z,powershell_activity,powershell,oracle,srv-app-01,198.51.100.88,10.10.20.20,22,0,0,1,1,11,7,7,12,1,Alta,observado,sospechoso
EVT-ML-1133,2026-06-12T08:31:00Z,process_creation,os,admin,srv-app-01,172.16.10.20,10.10.50.23,8,1,1,1,1,1,1,1,0,1,Baja,observado,normal
EVT-ML-1134,2026-06-12T08:11:00Z,file_access,os,analyst,srv-db-01,10.10.50.23,10.10.50.23,8,1,1,0,1,3,2,1,0,1,Baja,observado,normal
EVT-ML-1135,2026-06-12T07:08:00Z,file_access,os,admin,srv-db-01,203.0.113.88,10.10.40.12,7,0,0,1,1,25,7,2,18,1,Media,observado,sospechoso
EVT-ML-1136,2026-06-12T23:11:00Z,dns_query,dns,admin,srv-auth-01,203.0.113.88,8.8.8.8,23,0,0,1,1,10,7,3,16,0,Media,fallido,sospechoso
EVT-ML-1137,2026-06-12T05:29:00Z,network_connection,smb,admin,srv-auth-01,10.10.40.12,10.10.50.23,5,0,1,1,1,8,1,1,8,1,Baja,fallido,fallido
EVT-ML-1138,2026-06-12T04:09:00Z,ssh_authentication,ssh,devops,srv-db-01,192.0.2.55,10.10.40.12,4,0,0,1,1,21,5,5,14,1,Alta,fallido,sospechoso
EVT-ML-1139,2026-06-12T23:32:00Z,network_connection,http,backup,srv-auth-01,192.0.2.44,10.10.20.20,23,0,0,1,1,33,6,6,5,0,Media,observado,sospechoso
EVT-ML-1140,2026-06-12T18:39:00Z,ssh_authentication,ssh,devops,srv-web-01,172.16.10.20,10.10.20.20,18,1,1,1,1,4,4,2,4,1,Alta,bloqueado,fallido
EVT-ML-1141,2026-06-12T06:26:00Z,process_creation,os,soporte,ws-analyst-07,10.10.40.12,10.10.30.21,6,0,1,0,0,11,4,1,7,1,Media,fallido,fallido
EVT-ML-1142,2026-06-12T13:20:00Z,file_access,os,test,srv-app-01,10.10.40.12,8.8.8.8,13,1,1,0,1,3,2,1,0,1,Baja,permitido,normal
EVT-ML-1143,2026-06-12T08:23:00Z,dns_query,dns,devops,srv-auth-01,203.0.113.200,10.10.20.20,8,1,0,1,1,12,2,3,1,0,Media,fallido,fallido
EVT-ML-1144,2026-06-12T10:42:00Z,file_access,os,admin,ws-analyst-07,203.0.113.88,10.10.20.20,10,1,0,1,0,1,1,1,0,1,Baja,permitido,normal
EVT-ML-1145,2026-06-12T22:24:00Z,ssh_authentication,ssh,devops,srv-db-01,172.16.10.20,10.10.20.20,22,0,1,1,1,5,1,2,6,1,Alta,fallido,fallido
EVT-ML-1146,2026-06-12T22:08:00Z,powershell_activity,powershell,soporte,ws-analyst-07,10.10.30.21,10.10.50.23,22,0,1,0,0,19,2,2,8,1,Critica,observado,sospechoso
EVT-ML-1147,2026-06-12T20:58:00Z,ssh_authentication,ssh,devops,srv-db-01,198.51.100.88,10.10.40.12,20,0,0,1,1,13,3,1,8,1,Baja,observado,fallido
EVT-ML-1148,2026-06-12T13:45:00Z,process_creation,os,deploy,srv-app-01,172.16.10.20,10.10.30.21,13,1,1,1,1,6,1,1,0,1,Baja,permitido,normal
EVT-ML-1149,2026-06-12T00:57:00Z,powershell_activity,powershell,postgres,srv-app-01,203.0.113.45,10.10.30.21,0,0,0,1,1,19,4,2,9,1,Alta,bloqueado,sospechoso
EVT-ML-1150,2026-06-12T14:14:00Z,dns_query,dns,admin,srv-db-01,198.51.100.130,10.10.50.23,14,1,0,1,1,12,2,3,6,0,Media,bloqueado,fallido
EVT-ML-1151,2026-06-12T01:26:00Z,dns_query,dns,admin,srv-db-01,203.0.113.45,8.8.8.8,1,0,0,1,1,8,8,6,16,0,Critica,fallido,sospechoso
EVT-ML-1152,2026-06-12T04:57:00Z,network_connection,smb,ubuntu,srv-app-01,10.10.40.12,10.10.50.23,4,0,1,0,1,3,1,1,0,1,Baja,permitido,normal
EVT-ML-1153,2026-06-12T11:21:00Z,dns_query,dns,admin,srv-db-01,10.10.20.20,10.10.20.20,11,1,1,1,1,13,3,1,2,0,Media,observado,fallido
EVT-ML-1154,2026-06-12T13:37:00Z,dns_query,dns,soporte,srv-web-01,10.10.20.20,8.8.8.8,13,1,1,0,1,5,1,1,1,0,Baja,observado,normal
EVT-ML-1155,2026-06-12T17:22:00Z,network_connection,http,ubuntu,ws-analyst-07,172.16.10.20,10.10.50.23,17,1,1,0,0,5,2,2,0,0,Baja,observado,normal
EVT-ML-1156,2026-06-12T18:57:00Z,process_creation,os,soporte,srv-web-01,10.10.40.12,10.10.30.21,18,1,1,0,1,5,2,2,1,1,Media,permitido,normal
EVT-ML-1157,2026-06-12T22:26:00Z,process_creation,os,root,srv-web-01,203.0.113.200,10.10.20.15,22,0,0,1,1,14,2,2,6,1,Media,fallido,fallido
EVT-ML-1158,2026-06-12T18:05:00Z,process_creation,os,ubuntu,srv-web-01,192.168.10.44,10.10.20.20,18,1,1,0,1,2,1,1,0,1,Baja,permitido,normal
EVT-ML-1159,2026-06-12T18:36:00Z,network_connection,http,devops,ws-analyst-07,203.0.113.45,8.8.8.8,18,1,0,1,0,8,1,2,2,0,Media,fallido,fallido
EVT-ML-1160,2026-06-12T14:36:00Z,file_access,os,analyst,srv-web-01,172.16.10.20,10.10.40.12,14,1,1,0,1,2,1,2,0,1,Baja,permitido,normal
EVT-ML-1161,2026-06-12T18:04:00Z,powershell_activity,powershell,oracle,srv-app-01,192.0.2.14,10.10.50.23,18,1,0,1,1,12,9,3,19,1,Alta,fallido,sospechoso
EVT-ML-1162,2026-06-12T16:10:00Z,network_connection,http,test,srv-web-01,10.10.20.20,10.10.50.23,16,1,1,0,1,2,2,1,0,0,Baja,permitido,normal
EVT-ML-1163,2026-06-12T12:41:00Z,network_connection,http,backup,srv-db-01,10.10.20.20,8.8.8.8,12,1,1,1,1,11,1,1,7,0,Alta,observado,fallido
EVT-ML-1164,2026-06-12T16:02:00Z,dns_query,dns,ubuntu,ws-analyst-07,10.10.20.15,10.10.30.21,16,1,1,0,0,6,1,1,1,0,Baja,permitido,normal
EVT-ML-1165,2026-06-12T04:32:00Z,dns_query,dns,soporte,ws-analyst-07,10.10.30.21,10.10.20.15,4,0,1,0,0,4,2,2,0,0,Baja,observado,normal
EVT-ML-1166,2026-06-12T12:57:00Z,ssh_authentication,ssh,test,srv-app-01,10.10.50.23,10.10.50.23,12,1,1,0,1,2,1,1,0,1,Baja,fallido,normal
EVT-ML-1167,2026-06-12T04:37:00Z,network_connection,smb,soporte,ws-analyst-07,10.10.50.23,10.10.20.20,4,0,1,0,0,1,1,2,0,1,Media,permitido,normal
EVT-ML-1168,2026-06-12T08:07:00Z,ssh_authentication,ssh,analyst,srv-web-01,10.10.20.15,10.10.50.23,8,1,1,0,1,1,2,2,0,1,Baja,observado,normal
EVT-ML-1169,2026-06-12T00:44:00Z,process_creation,os,postgres,srv-app-01,203.0.113.200,10.10.20.15,0,0,0,1,1,26,8,4,14,1,Media,bloqueado,sospechoso
EVT-ML-1170,2026-06-12T10:43:00Z,dns_query,dns,analyst,srv-auth-01,192.168.10.44,10.10.20.20,10,1,1,0,1,14,2,3,7,0,Media,fallido,fallido
EVT-ML-1171,2026-06-12T09:56:00Z,network_connection,smb,root,srv-app-01,203.0.113.88,10.10.30.21,9,1,0,1,1,5,3,1,7,1,Media,observado,fallido
EVT-ML-1172,2026-06-12T12:40:00Z,dns_query,dns,analyst,srv-web-01,203.0.113.45,10.10.50.23,12,1,0,0,1,14,4,3,2,0,Media,observado,fallido
EVT-ML-1173,2026-06-12T15:43:00Z,dns_query,dns,postgres,ws-analyst-07,10.10.20.20,10.10.20.20,15,1,1,1,0,5,2,1,1,0,Baja,fallido,normal
EVT-ML-1174,2026-06-12T11:14:00Z,process_creation,os,deploy,ws-analyst-07,10.10.20.20,10.10.20.15,11,1,1,1,0,6,1,1,0,1,Baja,observado,normal
EVT-ML-1175,2026-06-12T11:49:00Z,process_creation,os,soporte,ws-analyst-07,172.16.10.20,10.10.50.23,11,1,1,0,0,6,2,2,0,1,Baja,permitido,normal
EVT-ML-1176,2026-06-12T22:12:00Z,network_connection,ftp,analyst,srv-app-01,198.51.100.77,10.10.40.12,22,0,0,0,1,19,9,4,15,1,Alta,observado,sospechoso
EVT-ML-1177,2026-06-12T03:21:00Z,process_creation,os,soporte,ws-analyst-07,10.10.20.15,10.10.50.23,3,0,1,0,0,14,1,3,6,1,Alta,observado,fallido
EVT-ML-1178,2026-06-12T06:20:00Z,powershell_activity,powershell,deploy,srv-web-01,198.51.100.130,10.10.50.23,6,0,0,1,1,20,8,4,17,1,Alta,observado,sospechoso
EVT-ML-1179,2026-06-12T16:17:00Z,process_creation,os,devops,srv-auth-01,10.10.20.15,10.10.30.21,16,1,1,1,1,1,2,1,0,1,Media,fallido,normal
EVT-ML-1180,2026-06-12T18:36:00Z,dns_query,dns,deploy,srv-web-01,172.16.10.20,10.10.40.12,18,1,1,1,1,6,1,3,1,0,Baja,fallido,fallido
EVT-ML-1181,2026-06-12T03:46:00Z,process_creation,os,postgres,srv-web-01,10.10.20.15,10.10.50.23,3,0,1,1,1,7,3,1,4,1,Media,observado,fallido
EVT-ML-1182,2026-06-12T12:54:00Z,dns_query,dns,deploy,srv-app-01,172.16.10.20,10.10.40.12,12,1,1,1,1,1,1,2,0,0,Media,observado,normal
EVT-ML-1183,2026-06-12T05:52:00Z,dns_query,dns,soporte,srv-db-01,10.10.40.12,10.10.40.12,5,0,1,0,1,22,4,6,16,0,Alta,detectado,sospechoso
EVT-ML-1184,2026-06-12T15:59:00Z,process_creation,os,oracle,ws-analyst-07,172.16.10.20,10.10.30.21,15,1,1,1,0,2,2,1,0,1,Media,permitido,normal
EVT-ML-1185,2026-06-12T17:46:00Z,network_connection,http,admin,srv-web-01,10.10.30.21,10.10.20.20,17,1,1,1,1,3,2,1,0,0,Baja,permitido,normal
EVT-ML-1186,2026-06-12T06:44:00Z,dns_query,dns,ubuntu,srv-web-01,10.10.20.20,10.10.20.15,6,0,1,0,1,14,3,3,15,0,Alta,detectado,sospechoso
EVT-ML-1187,2026-06-12T15:46:00Z,process_creation,os,postgres,srv-web-01,10.10.40.12,10.10.20.20,15,1,1,1,1,3,1,2,2,1,Baja,observado,normal
EVT-ML-1188,2026-06-12T16:14:00Z,network_connection,https,root,srv-web-01,198.51.100.77,10.10.50.23,16,1,0,1,1,12,2,1,5,0,Media,fallido,fallido
EVT-ML-1189,2026-06-12T10:22:00Z,network_connection,ftp,backup,srv-web-01,192.0.2.44,10.10.40.12,10,1,0,1,1,4,1,3,8,1,Baja,fallido,fallido
EVT-ML-1190,2026-06-12T01:31:00Z,ssh_authentication,ssh,deploy,srv-web-01,10.10.40.12,10.10.20.15,1,0,1,1,1,8,2,3,9,1,Media,fallido,fallido
EVT-ML-1191,2026-06-12T13:49:00Z,process_creation,os,postgres,ws-analyst-07,10.10.20.20,10.10.30.21,13,1,1,1,0,4,2,1,0,1,Media,fallido,normal
EVT-ML-1192,2026-06-12T09:06:00Z,data_exfiltration,smb,postgres,srv-app-01,198.51.100.88,10.10.30.21,9,1,0,1,1,12,7,6,24,1,Critica,bloqueado,sospechoso
EVT-ML-1193,2026-06-12T01:52:00Z,network_connection,https,ubuntu,srv-db-01,198.51.100.130,10.10.20.20,1,0,0,0,1,8,1,2,4,0,Media,fallido,fallido
EVT-ML-1194,2026-06-12T01:43:00Z,network_connection,http,deploy,srv-web-01,198.51.100.88,10.10.20.15,1,0,0,1,1,6,1,2,6,0,Baja,fallido,fallido
EVT-ML-1195,2026-06-12T07:11:00Z,network_connection,ftp,devops,ws-analyst-07,10.10.20.15,10.10.50.23,7,0,1,1,0,3,2,1,0,1,Baja,observado,normal
EVT-ML-1196,2026-06-12T11:04:00Z,file_access,os,ubuntu,srv-web-01,172.16.10.20,8.8.8.8,11,1,1,0,1,1,2,1,0,1,Baja,permitido,normal
EVT-ML-1197,2026-06-12T18:36:00Z,file_access,os,analyst,srv-web-01,10.10.50.23,10.10.20.20,18,1,1,0,1,5,2,2,0,1,Baja,permitido,normal
EVT-ML-1198,2026-06-12T21:00:00Z,network_connection,https,admin,srv-web-01,192.168.10.44,8.8.8.8,21,0,1,1,1,4,1,1,0,0,Baja,permitido,normal
EVT-ML-1199,2026-06-12T23:29:00Z,file_access,os,ubuntu,srv-db-01,192.0.2.44,10.10.40.12,23,0,0,0,1,9,9,3,5,1,Alta,detectado,sospechoso
EVT-ML-1200,2026-06-12T15:29:00Z,network_connection,https,devops,ws-analyst-07,192.0.2.55,10.10.50.23,15,1,0,1,0,5,2,2,0,0,Baja,fallido,normal
EVT-ML-1201,2026-06-12T15:21:00Z,dns_query,dns,root,srv-auth-01,203.0.113.45,10.10.50.23,15,1,0,1,1,29,7,3,10,0,Media,detectado,sospechoso
EVT-ML-1202,2026-06-12T13:17:00Z,network_connection,ftp,deploy,ws-analyst-07,192.0.2.44,10.10.30.21,13,1,0,1,0,4,1,1,0,1,Baja,permitido,normal
EVT-ML-1203,2026-06-12T12:59:00Z,file_access,os,analyst,srv-auth-01,10.10.20.15,10.10.40.12,12,1,1,0,1,2,2,2,0,1,Media,permitido,normal
EVT-ML-1204,2026-06-12T09:02:00Z,network_connection,smb,soporte,srv-auth-01,10.10.40.12,10.10.30.21,9,1,1,0,1,5,2,1,2,1,Baja,permitido,normal
EVT-ML-1205,2026-06-12T08:44:00Z,dns_query,dns,analyst,srv-db-01,10.10.40.12,8.8.8.8,8,1,1,0,1,3,2,2,6,0,Baja,fallido,fallido
EVT-ML-1206,2026-06-12T17:18:00Z,dns_query,dns,soporte,ws-analyst-07,192.0.2.55,10.10.50.23,17,1,0,0,0,3,2,2,1,0,Baja,permitido,normal
EVT-ML-1207,2026-06-12T10:19:00Z,file_access,os,deploy,ws-analyst-07,192.168.10.44,10.10.20.15,10,1,1,1,0,3,1,2,0,1,Baja,permitido,normal
EVT-ML-1208,2026-06-12T13:56:00Z,dns_query,dns,analyst,srv-db-01,10.10.20.15,10.10.50.23,13,1,1,0,1,13,2,1,4,0,Baja,fallido,fallido
EVT-ML-1209,2026-06-12T14:41:00Z,ssh_authentication,ssh,ubuntu,srv-db-01,10.10.50.23,10.10.50.23,14,1,1,0,1,3,1,1,0,1,Media,fallido,normal
EVT-ML-1210,2026-06-12T20:30:00Z,process_creation,os,admin,srv-web-01,192.168.10.44,10.10.50.23,20,0,1,1,1,8,2,2,7,1,Media,fallido,fallido
EVT-ML-1211,2026-06-12T07:54:00Z,network_connection,http,backup,srv-web-01,10.10.20.15,10.10.20.20,7,0,1,1,1,14,2,3,1,0,Media,fallido,fallido
EVT-ML-1212,2026-06-12T17:21:00Z,dns_query,dns,root,srv-web-01,198.51.100.130,10.10.50.23,17,1,0,1,1,14,4,1,6,0,Media,fallido,fallido
EVT-ML-1213,2026-06-12T12:04:00Z,ssh_authentication,ssh,postgres,srv-web-01,10.10.30.21,10.10.50.23,12,1,1,1,1,17,5,4,13,1,Alta,fallido,sospechoso
EVT-ML-1214,2026-06-12T18:53:00Z,ssh_authentication,ssh,admin,srv-db-01,172.16.10.20,8.8.8.8,18,1,1,1,1,2,1,1,0,1,Baja,permitido,normal
EVT-ML-1215,2026-06-12T16:32:00Z,network_connection,http,soporte,ws-analyst-07,172.16.10.20,8.8.8.8,16,1,1,0,0,4,1,1,0,0,Media,fallido,normal
EVT-ML-1216,2026-06-12T05:05:00Z,dns_query,dns,analyst,srv-app-01,10.10.40.12,10.10.40.12,5,0,1,0,1,3,1,2,0,0,Media,permitido,normal
EVT-ML-1217,2026-06-12T21:10:00Z,ssh_authentication,ssh,root,srv-app-01,10.10.50.23,10.10.50.23,21,0,1,1,1,16,8,5,13,1,Alta,exitoso,sospechoso
EVT-ML-1218,2026-06-12T04:00:00Z,network_connection,https,root,srv-auth-01,10.10.20.20,10.10.30.21,4,0,1,1,1,9,1,1,4,0,Alta,fallido,fallido
EVT-ML-1219,2026-06-12T15:57:00Z,file_access,os,analyst,srv-web-01,10.10.40.12,10.10.30.21,15,1,1,0,1,1,2,2,0,1,Baja,observado,normal
EVT-ML-1220,2026-06-12T07:13:00Z,dns_query,dns,deploy,srv-web-01,10.10.20.20,10.10.20.20,7,0,1,1,1,14,3,2,3,0,Baja,fallido,fallido
EVT-ML-1221,2026-06-12T01:51:00Z,network_connection,http,root,srv-db-01,203.0.113.45,10.10.20.15,1,0,0,1,1,10,2,1,3,0,Media,bloqueado,fallido
EVT-ML-1222,2026-06-12T16:53:00Z,process_creation,os,ubuntu,srv-app-01,192.0.2.44,10.10.30.21,16,1,0,0,1,3,2,1,0,1,Baja,fallido,normal
EVT-ML-1223,2026-06-12T09:09:00Z,file_access,os,analyst,ws-analyst-07,10.10.40.12,8.8.8.8,9,1,1,0,0,2,2,1,0,1,Baja,permitido,normal
EVT-ML-1224,2026-06-12T04:58:00Z,network_connection,ftp,backup,srv-app-01,203.0.113.200,10.10.20.20,4,0,0,1,1,23,5,7,9,1,Alta,observado,sospechoso
EVT-ML-1225,2026-06-12T04:29:00Z,dns_query,dns,devops,srv-web-01,203.0.113.45,10.10.20.20,4,0,0,1,1,6,2,2,1,0,Baja,permitido,normal
EVT-ML-1226,2026-06-12T08:02:00Z,ssh_authentication,ssh,deploy,srv-app-01,198.51.100.77,10.10.50.23,8,1,0,1,1,12,7,2,21,1,Critica,fallido,sospechoso
EVT-ML-1227,2026-06-12T03:11:00Z,network_connection,ftp,ubuntu,ws-analyst-07,10.10.40.12,10.10.40.12,3,0,1,0,0,14,3,1,4,1,Media,fallido,fallido
EVT-ML-1228,2026-06-12T11:43:00Z,file_access,os,devops,srv-auth-01,10.10.50.23,8.8.8.8,11,1,1,1,1,4,1,1,0,1,Baja,permitido,normal
EVT-ML-1229,2026-06-12T17:32:00Z,file_access,os,soporte,ws-analyst-07,10.10.40.12,10.10.50.23,17,1,1,0,0,5,2,1,0,1,Baja,permitido,normal
EVT-ML-1230,2026-06-12T01:12:00Z,file_access,os,ubuntu,srv-auth-01,192.0.2.44,10.10.40.12,1,0,0,0,1,16,4,5,16,1,Critica,detectado,sospechoso
EVT-ML-1231,2026-06-12T07:30:00Z,file_access,os,backup,srv-db-01,203.0.113.200,10.10.20.20,7,0,0,1,1,19,4,2,16,1,Alta,detectado,sospechoso
EVT-ML-1232,2026-06-12T16:09:00Z,dns_query,dns,admin,srv-auth-01,10.10.20.15,10.10.20.15,16,1,1,1,1,3,2,1,0,0,Baja,permitido,normal
EVT-ML-1233,2026-06-12T16:41:00Z,process_creation,os,soporte,srv-auth-01,192.168.10.44,10.10.50.23,16,1,1,0,1,14,3,3,3,1,Baja,fallido,fallido
EVT-ML-1234,2026-06-12T08:46:00Z,file_access,os,ubuntu,srv-app-01,172.16.10.20,10.10.50.23,8,1,1,0,1,1,1,2,0,1,Baja,permitido,normal
EVT-ML-1235,2026-06-12T23:50:00Z,ssh_authentication,ssh,root,srv-web-01,172.16.10.20,10.10.30.21,23,0,1,1,1,24,3,7,14,1,Alta,detectado,sospechoso
EVT-ML-1236,2026-06-12T00:07:00Z,ssh_authentication,ssh,test,srv-auth-01,10.10.30.21,10.10.50.23,0,0,1,0,1,5,1,2,0,1,Baja,permitido,normal
EVT-ML-1237,2026-06-12T22:28:00Z,ssh_authentication,ssh,deploy,srv-web-01,192.0.2.44,10.10.20.20,22,0,0,1,1,34,7,6,13,1,Critica,detectado,sospechoso
EVT-ML-1238,2026-06-12T03:46:00Z,dns_query,dns,ubuntu,srv-app-01,10.10.30.21,8.8.8.8,3,0,1,0,1,5,1,3,3,0,Media,fallido,fallido
EVT-ML-1239,2026-06-12T06:10:00Z,network_connection,https,soporte,srv-auth-01,10.10.50.23,10.10.20.20,6,0,1,0,1,1,2,2,2,0,Media,permitido,normal
EVT-ML-1240,2026-06-12T07:37:00Z,network_connection,http,admin,srv-app-01,198.51.100.88,10.10.50.23,7,0,0,1,1,30,3,7,8,0,Alta,detectado,sospechoso
EVT-ML-1241,2026-06-12T10:44:00Z,ssh_authentication,ssh,root,srv-db-01,203.0.113.45,10.10.20.15,10,1,0,1,1,3,3,1,3,1,Media,fallido,fallido
EVT-ML-1242,2026-06-12T17:15:00Z,network_connection,http,soporte,srv-web-01,198.51.100.77,10.10.50.23,17,1,0,0,1,6,1,2,0,0,Baja,permitido,normal
EVT-ML-1243,2026-06-12T16:52:00Z,network_connection,http,admin,srv-db-01,10.10.40.12,10.10.20.20,16,1,1,1,1,6,2,3,4,0,Alta,fallido,fallido
EVT-ML-1244,2026-06-12T22:32:00Z,dns_query,dns,root,srv-auth-01,203.0.113.88,8.8.8.8,22,0,0,1,1,25,8,3,15,0,Alta,detectado,sospechoso
EVT-ML-1245,2026-06-12T15:12:00Z,network_connection,http,test,srv-db-01,203.0.113.200,10.10.20.15,15,1,0,0,1,6,1,2,1,0,Baja,observado,normal
EVT-ML-1246,2026-06-12T19:01:00Z,file_access,os,root,srv-app-01,192.0.2.44,10.10.40.12,19,0,0,1,1,20,3,7,4,1,Alta,bloqueado,sospechoso
EVT-ML-1247,2026-06-12T13:54:00Z,ssh_authentication,ssh,admin,ws-analyst-07,10.10.30.21,10.10.20.20,13,1,1,1,0,1,1,2,0,1,Media,permitido,normal
EVT-ML-1248,2026-06-12T12:41:00Z,dns_query,dns,backup,srv-auth-01,172.16.10.20,10.10.30.21,12,1,1,1,1,19,9,3,24,0,Media,observado,sospechoso
EVT-ML-1249,2026-06-12T10:48:00Z,process_creation,os,devops,ws-analyst-07,192.168.10.44,10.10.30.21,10,1,1,1,0,12,1,1,6,1,Media,fallido,fallido
EVT-ML-1250,2026-06-12T10:40:00Z,ssh_authentication,ssh,soporte,srv-db-01,192.168.10.44,10.10.40.12,10,1,1,0,1,6,2,1,0,1,Baja,permitido,normal
EVT-ML-1251,2026-06-12T08:36:00Z,network_connection,smb,soporte,ws-analyst-07,192.0.2.44,10.10.20.15,8,1,0,0,0,11,1,3,8,1,Media,fallido,fallido
EVT-ML-1252,2026-06-12T13:51:00Z,file_access,os,analyst,srv-web-01,10.10.30.21,10.10.20.15,13,1,1,0,1,4,2,1,0,1,Baja,fallido,normal
EVT-ML-1253,2026-06-12T14:16:00Z,process_creation,os,test,srv-auth-01,10.10.20.15,10.10.50.23,14,1,1,0,1,2,2,1,0,1,Baja,observado,normal
EVT-ML-1254,2026-06-12T06:35:00Z,data_exfiltration,icmp,admin,srv-db-01,203.0.113.45,10.10.20.15,6,0,0,1,1,34,4,4,20,0,Critica,detectado,sospechoso
